block,start_date,end_date,return_pct
B0_momentum_12_1,2018-02-27,2019-02-27,-20.781328945682166
B0_momentum_12_1,2018-02-28,2019-02-28,-20.004667602701065
B0_momentum_12_1,2018-03-01,2019-03-01,-18.619189632668565
B0_momentum_12_1,2018-03-02,2019-03-04,-20.12965316021428
B0_momentum_12_1,2018-03-05,2019-03-05,-20.99734205533146
B0_momentum_12_1,2018-03-06,2019-03-06,-22.593242014458216
B0_momentum_12_1,2018-03-07,2019-03-07,-22.86410018555822
B0_momentum_12_1,2018-03-08,2019-03-08,-23.594522734113067
B0_momentum_12_1,2018-03-09,2019-03-11,-24.381801985751096
B0_momentum_12_1,2018-03-12,2019-03-12,-23.953210156219196
B0_momentum_12_1,2018-03-13,2019-03-13,-23.14420778150644
B0_momentum_12_1,2018-03-14,2019-03-14,-23.17604994371072
B0_momentum_12_1,2018-03-15,2019-03-15,-22.45394729452197
B0_momentum_12_1,2018-03-16,2019-03-18,-22.69951506816096
B0_momentum_12_1,2018-03-19,2019-03-19,-21.025113486109426
B0_momentum_12_1,2018-03-20,2019-03-20,-22.008181739620557
B0_momentum_12_1,2018-03-21,2019-03-21,-19.800204576280088
B0_momentum_12_1,2018-03-22,2019-03-22,-18.267190654710575
B0_momentum_12_1,2018-03-23,2019-03-25,-15.712759205117433
B0_momentum_12_1,2018-03-26,2019-03-26,-18.09060902710078
B0_momentum_12_1,2018-03-27,2019-03-27,-15.999891017541113
B0_momentum_12_1,2018-03-28,2019-03-28,-14.775938391903443
B0_momentum_12_1,2018-03-29,2019-03-29,-16.09606473984525
B0_momentum_12_1,2018-03-29,2019-04-01,-15.51871405578712
B0_momentum_12_1,2018-04-02,2019-04-02,-12.80426477353206
B0_momentum_12_1,2018-04-03,2019-04-03,-13.12340906316366
B0_momentum_12_1,2018-04-04,2019-04-04,-15.005358104771815
B0_momentum_12_1,2018-04-05,2019-04-05,-15.154121942765443
B0_momentum_12_1,2018-04-06,2019-04-08,-12.466805534823811
B0_momentum_12_1,2018-04-09,2019-04-09,-13.631069556580666
B0_momentum_12_1,2018-04-10,2019-04-10,-15.062305173038348
B0_momentum_12_1,2018-04-11,2019-04-11,-14.725329561029499
B0_momentum_12_1,2018-04-12,2019-04-12,-15.875547583287265
B0_momentum_12_1,2018-04-13,2019-04-15,-15.046269713175997
B0_momentum_12_1,2018-04-16,2019-04-16,-16.4248790598163
B0_momentum_12_1,2018-04-17,2019-04-17,-19.736252033983583
B0_momentum_12_1,2018-04-18,2019-04-18,-20.26462254905146
B0_momentum_12_1,2018-04-20,2019-04-22,-17.805422680529016
B0_momentum_12_1,2018-04-23,2019-04-23,-16.28817796707812
B0_momentum_12_1,2018-04-24,2019-04-24,-13.920190988204306
B0_momentum_12_1,2018-04-25,2019-04-25,-14.566543921774254
B0_momentum_12_1,2018-04-26,2019-04-26,-16.323224440624973
B0_momentum_12_1,2018-04-27,2019-04-29,-16.855519497847315
B0_momentum_12_1,2018-04-30,2019-04-30,-15.908395216707538
B0_momentum_12_1,2018-05-01,2019-05-01,-17.545664443065046
B0_momentum_12_1,2018-05-02,2019-05-02,-15.485373451386774
B0_momentum_12_1,2018-05-03,2019-05-03,-16.130602143733153
B0_momentum_12_1,2018-05-04,2019-05-06,-17.397497136013406
B0_momentum_12_1,2018-05-07,2019-05-07,-19.991745422376738
B0_momentum_12_1,2018-05-08,2019-05-08,-20.334889943574563
B0_momentum_12_1,2018-05-09,2019-05-09,-21.672550574614547
B0_momentum_12_1,2018-05-10,2019-05-10,-22.056037164444366
B0_momentum_12_1,2018-05-11,2019-05-13,-23.648708105950313
B0_momentum_12_1,2018-05-14,2019-05-14,-22.970137627159882
B0_momentum_12_1,2018-05-15,2019-05-15,-22.36736049859287
B0_momentum_12_1,2018-05-16,2019-05-16,-22.476442300479505
B0_momentum_12_1,2018-05-17,2019-05-17,-22.51985282878257
B0_momentum_12_1,2018-05-18,2019-05-20,-23.81296345351023
B0_momentum_12_1,2018-05-21,2019-05-21,-23.865623398284185
B0_momentum_12_1,2018-05-22,2019-05-22,-22.809778686624615
B0_momentum_12_1,2018-05-23,2019-05-23,-24.51488737439249
B0_momentum_12_1,2018-05-24,2019-05-24,-25.167779059325955
B0_momentum_12_1,2018-05-25,2019-05-28,-25.08797891029173
B0_momentum_12_1,2018-05-29,2019-05-29,-25.550934946765157
B0_momentum_12_1,2018-05-30,2019-05-30,-25.019214629923336
B0_momentum_12_1,2018-05-31,2019-05-31,-24.864318648673024
B0_momentum_12_1,2018-06-01,2019-06-03,-26.151701726444376
B0_momentum_12_1,2018-06-04,2019-06-04,-25.376516402384986
B0_momentum_12_1,2018-06-05,2019-06-05,-26.188191358867762
B0_momentum_12_1,2018-06-06,2019-06-06,-26.85435628701798
B0_momentum_12_1,2018-06-07,2019-06-07,-26.045805280842828
B0_momentum_12_1,2018-06-08,2019-06-10,-26.582216166100782
B0_momentum_12_1,2018-06-11,2019-06-11,-26.691516140314107
B0_momentum_12_1,2018-06-12,2019-06-12,-27.12954114872288
B0_momentum_12_1,2018-06-13,2019-06-13,-26.843698599639065
B0_momentum_12_1,2018-06-14,2019-06-14,-27.07214208640325
B0_momentum_12_1,2018-06-15,2019-06-17,-27.101662639566882
B0_momentum_12_1,2018-06-18,2019-06-18,-27.282530747253418
B0_momentum_12_1,2018-06-19,2019-06-19,-26.706586421746803
B0_momentum_12_1,2018-06-20,2019-06-20,-27.029658388753
B0_momentum_12_1,2018-06-21,2019-06-21,-26.174137346400762
B0_momentum_12_1,2018-06-22,2019-06-24,-24.95973979682995
B0_momentum_12_1,2018-06-25,2019-06-25,-22.968819727058943
B0_momentum_12_1,2018-06-26,2019-06-26,-23.736917847842033
B0_momentum_12_1,2018-06-27,2019-06-27,-22.25184062314616
B0_momentum_12_1,2018-06-28,2019-06-28,-22.800045813287806
B0_momentum_12_1,2018-06-29,2019-07-01,-23.21655632084808
B0_momentum_12_1,2018-07-02,2019-07-02,-22.676829013731393
B0_momentum_12_1,2018-07-03,2019-07-03,-20.596190596160735
B0_momentum_12_1,2018-07-05,2019-07-05,-21.36505331145342
B0_momentum_12_1,2018-07-06,2019-07-08,-21.951419317286923
B0_momentum_12_1,2018-07-09,2019-07-09,-22.339076068740805
B0_momentum_12_1,2018-07-10,2019-07-10,-22.457157765722258
B0_momentum_12_1,2018-07-11,2019-07-11,-21.784395928412735
B0_momentum_12_1,2018-07-12,2019-07-12,-22.40881339204268
B0_momentum_12_1,2018-07-13,2019-07-15,-22.15373033952126
B0_momentum_12_1,2018-07-16,2019-07-16,-22.52554249142361
B0_momentum_12_1,2018-07-17,2019-07-17,-23.31373231435553
B0_momentum_12_1,2018-07-18,2019-07-18,-23.516616071958286
B0_momentum_12_1,2018-07-19,2019-07-19,-24.511137213640723
B0_momentum_12_1,2018-07-20,2019-07-22,-24.10409556260631
B0_momentum_12_1,2018-07-23,2019-07-23,-24.091737739002706
B0_momentum_12_1,2018-07-24,2019-07-24,-23.0280618952598
B0_momentum_12_1,2018-07-25,2019-07-25,-24.61537549629188
B0_momentum_12_1,2018-07-26,2019-07-26,-23.483115835260193
B0_momentum_12_1,2018-07-27,2019-07-29,-22.57379479010663
B0_momentum_12_1,2018-07-30,2019-07-30,-21.464916504401575
B0_momentum_12_1,2018-07-31,2019-07-31,-22.072432274704045
B0_momentum_12_1,2018-08-01,2019-08-01,-22.05750647304989
B0_momentum_12_1,2018-08-02,2019-08-02,-24.5216924347737
B0_momentum_12_1,2018-08-03,2019-08-05,-26.737915988446183
B0_momentum_12_1,2018-08-06,2019-08-06,-26.008553181771887
B0_momentum_12_1,2018-08-07,2019-08-07,-26.238635408809184
B0_momentum_12_1,2018-08-08,2019-08-08,-24.666866551012724
B0_momentum_12_1,2018-08-09,2019-08-09,-25.24710721027359
B0_momentum_12_1,2018-08-10,2019-08-12,-26.190082733748852
B0_momentum_12_1,2018-08-13,2019-08-13,-24.64072666487298
B0_momentum_12_1,2018-08-14,2019-08-14,-28.245430792359272
B0_momentum_12_1,2018-08-15,2019-08-15,-25.10950398725903
B0_momentum_12_1,2018-08-16,2019-08-16,-24.30898810517601
B0_momentum_12_1,2018-08-17,2019-08-19,-24.128113547286013
B0_momentum_12_1,2018-08-20,2019-08-20,-25.73304496423393
B0_momentum_12_1,2018-08-21,2019-08-21,-25.508505076934853
B0_momentum_12_1,2018-08-22,2019-08-22,-25.32291087000228
B0_momentum_12_1,2018-08-23,2019-08-23,-27.66632993471242
B0_momentum_12_1,2018-08-24,2019-08-26,-27.183903095266682
B0_momentum_12_1,2018-08-27,2019-08-27,-27.622751102344434
B0_momentum_12_1,2018-08-28,2019-08-28,-27.285280499344566
B0_momentum_12_1,2018-08-29,2019-08-29,-26.877285465968082
B0_momentum_12_1,2018-08-30,2019-08-30,-26.62035013317111
B0_momentum_12_1,2018-08-31,2019-09-03,-27.069602796444205
B0_momentum_12_1,2018-09-04,2019-09-04,-26.70554197684173
B0_momentum_12_1,2018-09-05,2019-09-05,-24.623966460884727
B0_momentum_12_1,2018-09-06,2019-09-06,-24.155753956059733
B0_momentum_12_1,2018-09-07,2019-09-09,-25.79207435944697
B0_momentum_12_1,2018-09-10,2019-09-10,-27.70984490717462
B0_momentum_12_1,2018-09-11,2019-09-11,-27.924188182101673
B0_momentum_12_1,2018-09-12,2019-09-12,-27.293202108120994
B0_momentum_12_1,2018-09-13,2019-09-13,-27.908082679051404
B0_momentum_12_1,2018-09-14,2019-09-16,-28.318843799893013
B0_momentum_12_1,2018-09-17,2019-09-17,-25.677261917960138
B0_momentum_12_1,2018-09-18,2019-09-18,-26.580895863984633
B0_momentum_12_1,2018-09-19,2019-09-19,-25.39269955085153
B0_momentum_12_1,2018-09-20,2019-09-20,-25.859503581484923
B0_momentum_12_1,2018-09-21,2019-09-23,-25.310181071474304
B0_momentum_12_1,2018-09-24,2019-09-24,-25.867868444241637
B0_momentum_12_1,2018-09-25,2019-09-25,-26.49914044123285
B0_momentum_12_1,2018-09-26,2019-09-26,-26.342736651769506
B0_momentum_12_1,2018-09-27,2019-09-27,-27.03846594245728
B0_momentum_12_1,2018-09-28,2019-09-30,-26.48619498931807
B0_momentum_12_1,2018-10-01,2019-10-01,-27.392455444974996
B0_momentum_12_1,2018-10-02,2019-10-02,-26.950487522169308
B0_momentum_12_1,2018-10-03,2019-10-03,-26.15171180792788
B0_momentum_12_1,2018-10-04,2019-10-04,-23.390383515616364
B0_momentum_12_1,2018-10-05,2019-10-07,-23.199727628696976
B0_momentum_12_1,2018-10-08,2019-10-08,-22.8179121483283
B0_momentum_12_1,2018-10-09,2019-10-09,-21.86709930236459
B0_momentum_12_1,2018-10-10,2019-10-10,-17.8487464406374
B0_momentum_12_1,2018-10-11,2019-10-11,-16.823917092799924
B0_momentum_12_1,2018-10-12,2019-10-14,-19.465637306101925
B0_momentum_12_1,2018-10-15,2019-10-15,-18.343972337176428
B0_momentum_12_1,2018-10-16,2019-10-16,-21.104688910853632
B0_momentum_12_1,2018-10-17,2019-10-17,-20.176197191319222
B0_momentum_12_1,2018-10-18,2019-10-18,-18.393129790903707
B0_momentum_12_1,2018-10-19,2019-10-21,-15.843514566584638
B0_momentum_12_1,2018-10-22,2019-10-22,-17.154748302272903
B0_momentum_12_1,2018-10-23,2019-10-23,-16.774094962037267
B0_momentum_12_1,2018-10-24,2019-10-24,-11.797447431123931
B0_momentum_12_1,2018-10-25,2019-10-25,-13.653991675215549
B0_momentum_12_1,2018-10-26,2019-10-28,-11.221332288359031
B0_momentum_12_1,2018-10-29,2019-10-29,-10.155216124206468
B0_momentum_12_1,2018-10-30,2019-10-30,-11.638330789514995
B0_momentum_12_1,2018-10-31,2019-10-31,-12.935225873764855
B0_momentum_12_1,2018-11-01,2019-11-01,-12.384130869425602
B0_momentum_12_1,2018-11-02,2019-11-04,-12.997518327713664
B0_momentum_12_1,2018-11-05,2019-11-05,-13.691458361609365
B0_momentum_12_1,2018-11-06,2019-11-06,-13.378765352517396
B0_momentum_12_1,2018-11-07,2019-11-07,-13.442319089738664
B0_momentum_12_1,2018-11-08,2019-11-08,-13.344496788052462
B0_momentum_12_1,2018-11-09,2019-11-11,-12.803223733701763
B0_momentum_12_1,2018-11-12,2019-11-12,-12.4805744056406
B0_momentum_12_1,2018-11-13,2019-11-13,-11.691566994642354
B0_momentum_12_1,2018-11-14,2019-11-14,-11.104221649157642
B0_momentum_12_1,2018-11-15,2019-11-15,-10.168207663771833
B0_momentum_12_1,2018-11-16,2019-11-18,-9.636373451203283
B0_momentum_12_1,2018-11-19,2019-11-19,-9.133946509258905
B0_momentum_12_1,2018-11-20,2019-11-20,-9.335410678843347
B0_momentum_12_1,2018-11-21,2019-11-21,-10.602051108703181
B0_momentum_12_1,2018-11-21,2019-11-22,-11.120900571995184
B0_momentum_12_1,2018-11-23,2019-11-25,-9.755869276681405
B0_momentum_12_1,2018-11-26,2019-11-26,-9.41656727143181
B0_momentum_12_1,2018-11-27,2019-11-27,-8.880930660727293
B0_momentum_12_1,2018-11-29,2019-11-29,-9.466478863902916
B0_momentum_12_1,2018-11-30,2019-12-02,-11.077276274525605
B0_momentum_12_1,2018-12-03,2019-12-03,-11.748954577723048
B0_momentum_12_1,2018-12-04,2019-12-04,-8.063589686747052
B0_momentum_12_1,2018-12-04,2019-12-05,-8.138982541925788
B0_momentum_12_1,2018-12-06,2019-12-06,-8.186577950844342
B0_momentum_12_1,2018-12-07,2019-12-09,-5.650858023673766
B0_momentum_12_1,2018-12-10,2019-12-10,-6.181084171073159
B0_momentum_12_1,2018-12-11,2019-12-11,-4.884014678732662
B0_momentum_12_1,2018-12-12,2019-12-12,-4.054109105247228
B0_momentum_12_1,2018-12-13,2019-12-13,-2.489188288972144
B0_momentum_12_1,2018-12-14,2019-12-16,-0.3653262147722214
B0_momentum_12_1,2018-12-17,2019-12-17,3.506539301811684
B0_momentum_12_1,2018-12-18,2019-12-18,1.9757933707471365
B0_momentum_12_1,2018-12-19,2019-12-19,4.999902637756248
B0_momentum_12_1,2018-12-20,2019-12-20,8.32923791242024
B0_momentum_12_1,2018-12-21,2019-12-23,10.548206701095243
B0_momentum_12_1,2018-12-24,2019-12-24,13.164278805602315
B0_momentum_12_1,2018-12-26,2019-12-26,7.2224070291242
B0_momentum_12_1,2018-12-27,2019-12-27,6.484143294251554
B0_momentum_12_1,2018-12-28,2019-12-30,6.02057112836667
B0_momentum_12_1,2018-12-31,2019-12-31,4.570436600718963
B0_momentum_12_1,2019-01-02,2020-01-02,7.6297177423540585
B0_momentum_12_1,2019-01-03,2020-01-03,6.810943491495225
B0_momentum_12_1,2019-01-04,2020-01-06,6.183402137118055
B0_momentum_12_1,2019-01-07,2020-01-07,6.321909232714051
B0_momentum_12_1,2019-01-08,2020-01-08,6.368411749226377
B0_momentum_12_1,2019-01-09,2020-01-09,7.288724854411677
B0_momentum_12_1,2019-01-10,2020-01-10,6.871234495381806
B0_momentum_12_1,2019-01-11,2020-01-13,7.9818378323287975
B0_momentum_12_1,2019-01-14,2020-01-14,7.809158503294755
B0_momentum_12_1,2019-01-15,2020-01-15,7.844055089204516
B0_momentum_12_1,2019-01-16,2020-01-16,9.112074037841044
B0_momentum_12_1,2019-01-17,2020-01-17,9.249192017844443
B0_momentum_12_1,2019-01-18,2020-01-21,8.667259925613969
B0_momentum_12_1,2019-01-22,2020-01-22,9.121392680971807
B0_momentum_12_1,2019-01-23,2020-01-23,9.597853085731556
B0_momentum_12_1,2019-01-24,2020-01-24,8.034475966910183
B0_momentum_12_1,2019-01-25,2020-01-27,5.897686459217999
B0_momentum_12_1,2019-01-28,2020-01-28,7.987100410781944
B0_momentum_12_1,2019-01-29,2020-01-29,7.094942845566732
B0_momentum_12_1,2019-01-30,2020-01-30,7.904699961105388
B0_momentum_12_1,2019-01-31,2020-01-31,4.96990878105128
B0_momentum_12_1,2019-02-01,2020-02-03,6.592452099238333
B0_momentum_12_1,2019-02-04,2020-02-04,8.71899242578098
B0_momentum_12_1,2019-02-05,2020-02-05,8.818054136175512
B0_momentum_12_1,2019-02-06,2020-02-06,8.435211799035546
B0_momentum_12_1,2019-02-07,2020-02-07,7.352199609609089
B0_momentum_12_1,2019-02-08,2020-02-10,8.900755542900995
B0_momentum_12_1,2019-02-11,2020-02-11,9.764172903752243
B0_momentum_12_1,2019-02-12,2020-02-12,10.620230778988793
B0_momentum_12_1,2019-02-13,2020-02-13,10.961801593090348
B0_momentum_12_1,2019-02-14,2020-02-14,11.251961751055116
B0_momentum_12_1,2019-02-15,2020-02-18,10.78232796892269
B0_momentum_12_1,2019-02-19,2020-02-19,12.071049594586182
B0_momentum_12_1,2019-02-20,2020-02-20,10.77238821362756
B0_momentum_12_1,2019-02-21,2020-02-21,7.939951589984906
B0_momentum_12_1,2019-02-22,2020-02-24,4.204074391669055
B0_momentum_12_1,2019-02-25,2020-02-25,0.7782967584128775
B0_momentum_12_1,2019-02-26,2020-02-26,0.6108867315948396
B0_momentum_12_1,2019-02-27,2020-02-27,-3.4033229859513403
B0_momentum_12_1,2019-02-28,2020-02-28,-2.6006204125365473
B0_momentum_12_1,2019-03-01,2020-03-02,-1.4992656959585404
B0_momentum_12_1,2019-03-04,2020-03-03,-0.7035883865408765
B0_momentum_12_1,2019-03-05,2020-03-04,-0.8683412122202694
B0_momentum_12_1,2019-03-06,2020-03-05,0.2564084256574173
B0_momentum_12_1,2019-03-07,2020-03-06,0.7109098795766933
B0_momentum_12_1,2019-03-08,2020-03-09,1.1419204245201264
B0_momentum_12_1,2019-03-11,2020-03-10,0.042823828640981
B0_momentum_12_1,2019-03-12,2020-03-11,-0.6296948029488325
B0_momentum_12_1,2019-03-13,2020-03-12,-1.078851938827774
B0_momentum_12_1,2019-03-14,2020-03-13,-0.8142046655922774
B0_momentum_12_1,2019-03-15,2020-03-16,-1.3185715733288195
B0_momentum_12_1,2019-03-18,2020-03-17,-1.4368429195923182
B0_momentum_12_1,2019-03-19,2020-03-18,-2.1077067117811987
B0_momentum_12_1,2019-03-20,2020-03-19,-2.2461727679655152
B0_momentum_12_1,2019-03-21,2020-03-20,-4.426201159437904
B0_momentum_12_1,2019-03-22,2020-03-23,-2.9210092839473067
B0_momentum_12_1,2019-03-25,2020-03-24,-3.5964028332891584
B0_momentum_12_1,2019-03-26,2020-03-25,-4.040847626787347
B0_momentum_12_1,2019-03-27,2020-03-26,-3.2255140930974147
B0_momentum_12_1,2019-03-28,2020-03-27,-3.819630914279437
B0_momentum_12_1,2019-03-29,2020-03-30,-4.433745415771684
B0_momentum_12_1,2019-04-01,2020-03-31,-5.086851507143352
B0_momentum_12_1,2019-04-02,2020-04-01,-5.206625443545121
B0_momentum_12_1,2019-04-03,2020-04-02,-5.994867585409591
B0_momentum_12_1,2019-04-04,2020-04-03,-5.183545449569293
B0_momentum_12_1,2019-04-05,2020-04-06,-5.698121799900591
B0_momentum_12_1,2019-04-08,2020-04-07,-5.66196874199213
B0_momentum_12_1,2019-04-09,2020-04-08,-5.146404091961953
B0_momentum_12_1,2019-04-10,2020-04-09,-5.924831663794561
B0_momentum_12_1,2019-04-12,2020-04-13,-5.839774083633609
B0_momentum_12_1,2019-04-15,2020-04-14,-5.961870064711983
B0_momentum_12_1,2019-04-16,2020-04-15,-4.668528890893708
B0_momentum_12_1,2019-04-17,2020-04-16,-2.991364694540355
B0_momentum_12_1,2019-04-18,2020-04-17,-3.2342241734594213
B0_momentum_12_1,2019-04-18,2020-04-20,-3.2342241734594213
B0_momentum_12_1,2019-04-22,2020-04-21,-3.238956302998741
B0_momentum_12_1,2019-04-23,2020-04-22,-4.648001367641486
B0_momentum_12_1,2019-04-24,2020-04-23,-5.012720385847047
B0_momentum_12_1,2019-04-25,2020-04-24,-4.552649547279442
B0_momentum_12_1,2019-04-26,2020-04-27,-4.993131690087593
B0_momentum_12_1,2019-04-29,2020-04-28,-4.327117000091452
B0_momentum_12_1,2019-04-30,2020-04-29,-4.807805120723819
B0_momentum_12_1,2019-05-01,2020-04-30,-3.5755312569025643
B0_momentum_12_1,2019-05-02,2020-05-01,-4.688960604655379
B0_momentum_12_1,2019-05-03,2020-05-04,-4.604981962103083
B0_momentum_12_1,2019-05-06,2020-05-05,-4.228796438074445
B0_momentum_12_1,2019-05-07,2020-05-06,-2.3056273029859575
B0_momentum_12_1,2019-05-08,2020-05-07,-2.3021622723549573
B0_momentum_12_1,2019-05-09,2020-05-08,-2.498805625357392
B0_momentum_12_1,2019-05-10,2020-05-11,-3.1467509669666938
B0_momentum_12_1,2019-05-13,2020-05-12,-1.3163560201884361
B0_momentum_12_1,2019-05-14,2020-05-13,-2.1757737579360836
B0_momentum_12_1,2019-05-15,2020-05-14,-2.618674683131539
B0_momentum_12_1,2019-05-16,2020-05-15,-3.4818527565424473
B0_momentum_12_1,2019-05-17,2020-05-18,-2.8464082499797705
B0_momentum_12_1,2019-05-20,2020-05-19,-1.629114590554659
B0_momentum_12_1,2019-05-21,2020-05-20,-2.647116404182026
B0_momentum_12_1,2019-05-22,2020-05-21,-3.1081887168010525
B0_momentum_12_1,2019-05-23,2020-05-22,-2.019602252492081
B0_momentum_12_1,2019-05-24,2020-05-26,-2.0236731572950917
B0_momentum_12_1,2019-05-28,2020-05-27,-1.9031051130248389
B0_momentum_12_1,2019-05-29,2020-05-28,-0.9319265168579838
B0_momentum_12_1,2019-05-30,2020-05-29,-2.378812107462913
B0_momentum_12_1,2019-05-31,2020-06-01,-1.3145227144567895
B0_momentum_12_1,2019-06-03,2020-06-02,-1.243471849842015
B0_momentum_12_1,2019-06-04,2020-06-03,-1.3000925911202943
B0_momentum_12_1,2019-06-05,2020-06-04,-1.7720741977303778
B0_momentum_12_1,2019-06-06,2020-06-05,0.5443259645693255
B0_momentum_12_1,2019-06-07,2020-06-08,0.6292654658001995
B0_momentum_12_1,2019-06-10,2020-06-09,1.0950006979172366
B0_momentum_12_1,2019-06-11,2020-06-10,1.6967161406717057
B0_momentum_12_1,2019-06-12,2020-06-11,-3.8565402744461297
B0_momentum_12_1,2019-06-13,2020-06-12,-2.828243821154597
B0_momentum_12_1,2019-06-14,2020-06-15,-1.132347053587146
B0_momentum_12_1,2019-06-17,2020-06-16,-0.05695341308585844
B0_momentum_12_1,2019-06-18,2020-06-17,0.6859149830740208
B0_momentum_12_1,2019-06-19,2020-06-18,0.40771858163886066
B0_momentum_12_1,2019-06-20,2020-06-19,1.8180486970027276
B0_momentum_12_1,2019-06-21,2020-06-22,1.9817336273619812
B0_momentum_12_1,2019-06-24,2020-06-23,2.036782594185782
B0_momentum_12_1,2019-06-25,2020-06-24,-0.2883604983149324
B0_momentum_12_1,2019-06-26,2020-06-25,1.094543134855508
B0_momentum_12_1,2019-06-27,2020-06-26,-0.9858175251539203
B0_momentum_12_1,2019-06-28,2020-06-29,-0.04405728336918102
B0_momentum_12_1,2019-07-01,2020-06-30,2.8843138653311007
B0_momentum_12_1,2019-07-02,2020-07-01,1.4821350350371798
B0_momentum_12_1,2019-07-03,2020-07-02,0.917147279938324
B0_momentum_12_1,2019-07-05,2020-07-06,3.3380565820388286
B0_momentum_12_1,2019-07-08,2020-07-07,3.3582015171755852
B0_momentum_12_1,2019-07-09,2020-07-08,3.8842129767006517
B0_momentum_12_1,2019-07-10,2020-07-09,4.432739423351317
B0_momentum_12_1,2019-07-11,2020-07-10,4.1022679691647745
B0_momentum_12_1,2019-07-12,2020-07-13,0.6164525157184242
B0_momentum_12_1,2019-07-15,2020-07-14,2.4243076798644125
B0_momentum_12_1,2019-07-16,2020-07-15,2.9080444218761103
B0_momentum_12_1,2019-07-17,2020-07-16,2.89722979862328
B0_momentum_12_1,2019-07-18,2020-07-17,3.784698036208045
B0_momentum_12_1,2019-07-19,2020-07-20,7.3530296401913775
B0_momentum_12_1,2019-07-22,2020-07-21,6.66318526295997
B0_momentum_12_1,2019-07-23,2020-07-22,7.492482607561368
B0_momentum_12_1,2019-07-24,2020-07-23,5.586922194655064
B0_momentum_12_1,2019-07-25,2020-07-24,5.172793925738994
B0_momentum_12_1,2019-07-26,2020-07-27,6.087057455040368
B0_momentum_12_1,2019-07-29,2020-07-28,4.617790307660319
B0_momentum_12_1,2019-07-30,2020-07-29,6.9925173037010735
B0_momentum_12_1,2019-07-31,2020-07-30,9.648719126573102
B0_momentum_12_1,2019-08-01,2020-07-31,11.235555142194631
B0_momentum_12_1,2019-08-02,2020-08-03,13.508424549105946
B0_momentum_12_1,2019-08-05,2020-08-04,17.88375047101207
B0_momentum_12_1,2019-08-06,2020-08-05,16.020595835829177
B0_momentum_12_1,2019-08-07,2020-08-06,15.895083645801321
B0_momentum_12_1,2019-08-08,2020-08-07,10.980333691443578
B0_momentum_12_1,2019-08-09,2020-08-10,10.073458792319157
B0_momentum_12_1,2019-08-12,2020-08-11,9.587428331295932
B0_momentum_12_1,2019-08-13,2020-08-12,10.868944453872075
B0_momentum_12_1,2019-08-14,2020-08-13,15.39667945994565
B0_momentum_12_1,2019-08-15,2020-08-14,13.793058936530645
B0_momentum_12_1,2019-08-16,2020-08-17,14.644370629095826
B0_momentum_12_1,2019-08-19,2020-08-18,13.83552488153661
B0_momentum_12_1,2019-08-20,2020-08-19,14.064748161961393
B0_momentum_12_1,2019-08-21,2020-08-20,13.401169669117152
B0_momentum_12_1,2019-08-22,2020-08-21,12.568223308788728
B0_momentum_12_1,2019-08-23,2020-08-24,15.726851459371982
B0_momentum_12_1,2019-08-26,2020-08-25,15.060331082403877
B0_momentum_12_1,2019-08-27,2020-08-26,15.718040041232317
B0_momentum_12_1,2019-08-28,2020-08-27,13.948280956186254
B0_momentum_12_1,2019-08-29,2020-08-28,13.261970935283983
B0_momentum_12_1,2019-08-30,2020-08-31,14.820500715755426
B0_momentum_12_1,2019-08-30,2020-09-01,16.098837496243902
B0_momentum_12_1,2019-09-03,2020-09-02,18.460632254797172
B0_momentum_12_1,2019-09-04,2020-09-03,10.691509346421245
B0_momentum_12_1,2019-09-05,2020-09-04,7.682965594123248
B0_momentum_12_1,2019-09-09,2020-09-08,7.019726642306723
B0_momentum_12_1,2019-09-10,2020-09-09,12.476504836258906
B0_momentum_12_1,2019-09-11,2020-09-10,10.122486834421496
B0_momentum_12_1,2019-09-12,2020-09-11,8.458063485100853
B0_momentum_12_1,2019-09-13,2020-09-14,11.099632584409713
B0_momentum_12_1,2019-09-16,2020-09-15,13.616708793905286
B0_momentum_12_1,2019-09-17,2020-09-16,9.282912443125912
B0_momentum_12_1,2019-09-18,2020-09-17,8.197175117477617
B0_momentum_12_1,2019-09-19,2020-09-18,7.189538268267448
B0_momentum_12_1,2019-09-20,2020-09-21,8.349265294981144
B0_momentum_12_1,2019-09-23,2020-09-22,9.587440938177295
B0_momentum_12_1,2019-09-24,2020-09-23,7.057137626562704
B0_momentum_12_1,2019-09-25,2020-09-24,7.9835296720135895
B0_momentum_12_1,2019-09-26,2020-09-25,10.08697671443388
B0_momentum_12_1,2019-09-27,2020-09-28,12.841964301866259
B0_momentum_12_1,2019-09-30,2020-09-29,12.290444738565975
B0_momentum_12_1,2019-10-01,2020-09-30,13.671228832696558
B0_momentum_12_1,2019-10-02,2020-10-01,17.346638017409365
B0_momentum_12_1,2019-10-03,2020-10-02,13.276733939866237
B0_momentum_12_1,2019-10-04,2020-10-05,14.933953281802982
B0_momentum_12_1,2019-10-07,2020-10-06,13.306245558818809
B0_momentum_12_1,2019-10-08,2020-10-07,17.61465064961756
B0_momentum_12_1,2019-10-09,2020-10-08,16.365059177582573
B0_momentum_12_1,2019-10-10,2020-10-09,17.946729366906887
B0_momentum_12_1,2019-10-11,2020-10-12,19.487550124717036
B0_momentum_12_1,2019-10-14,2020-10-13,20.3822842797458
B0_momentum_12_1,2019-10-15,2020-10-14,19.355219969630653
